business_id,instructed_lawyer_id,transaction_id,relevant_price,commission_rate,transaction_type,created_at,instructed_at,notified_at,number_of_quotes,legal_area,international_lawyer,enterprise,cost_of_acquisition,cost_of_service
6279,43,87,£699.29,0.15,back-to-lawyer,2014/09/22,2014/10/13,2015/01/19,1,IT & E-commerce,0,0,£132.33,£0.00
6279,43,273,£537.92,0.15,back-to-lawyer,2014/09/22,2014/10/13,2015/05/29,1,IT & E-commerce,0,0,£132.33,£0.00
6279,43,492,"£1,557.80",0.15,back-to-lawyer,2014/09/22,2014/10/13,2015/08/18,1,IT & E-commerce,0,0,£132.33,£0.00
6279,43,1406,"£2,037.62",0.15,back-to-lawyer,2014/09/22,2014/10/13,2016/05/31,1,IT & E-commerce,0,0,£132.33,£0.00
3579,33,34,£242.06,0.15,back-to-lawyer,2014/09/22,2014/10/14,2014/11/05,1,IT & E-commerce,0,0,£132.33,£0.00
3579,33,113,£161.37,0.15,back-to-lawyer,2014/09/22,2014/10/14,2015/02/06,1,IT & E-commerce,0,0,£132.33,£0.00
3579,33,7,£430.33,0.15,first,2014/09/22,2014/10/14,2014/10/14,1,IT & E-commerce,0,0,£132.33,£24.74
6285,33,20,£134.48,0.15,first,2014/09/30,2014/10/27,2014/10/27,1,Intellectual Property,0,0,£132.33,£24.74
2431,54,26,"£1,506.16",0.15,first,2014/10/01,2014/10/03,2014/10/03,1,Corporate Law,1,0,£132.33,£24.74
6295,2,130,£753.08,0.15,first,2014/10/01,2015/02/24,2015/02/24,1,Property,0,0,£132.33,£24.74
6373,54,25,£537.92,0.15,first,2014/10/20,2014/11/03,2014/11/03,1,Tax,1,0,£132.33,£24.74
6409,48,24,"£2,151.66",0.15,first,2014/10/22,2014/10/31,2014/10/31,1,Corporate Law,0,0,£132.33,£24.74
2181,26,42,"£3,361.97",0.15,back-to-lawyer,2014/11/02,2014/11/05,2014/11/25,2,Commercial Law,0,0,£132.33,£0.00
2181,26,27,"£2,689.58",0.15,first,2014/11/02,2014/11/05,2014/11/05,2,Commercial Law,0,0,£132.33,£24.74
2181,26,64,"£2,824.05",0.15,back-to-lawyer,2014/11/02,2014/11/05,2014/12/12,2,Commercial Law,0,0,£132.33,£0.00
3645,33,44,£441.09,0.15,first,2014/11/04,2014/11/10,2014/11/10,4,IT & E-commerce,0,0,£132.33,£24.74
3645,33,833,£129.10,0.15,back-to-lawyer,2014/11/04,2014/11/10,2015/12/22,4,IT & E-commerce,0,0,£132.33,£0.00
3645,33,232,£295.85,0.15,back-to-lawyer,2014/11/04,2014/11/10,2015/05/08,4,IT & E-commerce,0,0,£132.33,£0.00
3129,54,40,"£1,721.33",0.15,first,2014/11/05,2014/11/19,2014/11/19,5,Corporate Law,1,0,£132.33,£24.74
3129,54,76,£860.66,0.15,back-to-lawyer,2014/11/05,2014/11/19,2015/01/06,5,Corporate Law,1,0,£132.33,£0.00
2611,33,50,£199.03,0.15,first,2014/11/07,2014/11/28,2014/11/28,5,Commercial Law,0,0,£132.33,£24.74
2671,48,38,"£3,154.87",0.15,first,2014/11/07,2014/11/18,2014/11/18,4,Corporate Law,0,0,£132.33,£24.74
2671,48,609,"£1,075.83",0.15,back-to-lawyer,2014/11/07,2014/11/18,2015/09/28,4,Corporate Law,0,0,£132.33,£0.00
2671,48,608,"£2,151.66",0.15,back-to-lawyer,2014/11/07,2014/11/18,2015/09/28,4,Corporate Law,0,0,£132.33,£0.00
2671,48,122,"£4,944.31",0.15,back-to-lawyer,2014/11/07,2014/11/18,2015/02/12,4,Corporate Law,0,0,£132.33,£0.00
213,33,137,£295.85,0.15,back-to-lawyer,2014/11/07,2014/11/10,2015/03/02,4,IT & E-commerce,0,0,£132.33,£0.00
213,33,1090,£403.44,0.15,back-to-lawyer,2014/11/07,2014/11/10,2016/03/09,4,IT & E-commerce,0,0,£132.33,£0.00
213,33,45,£430.33,0.15,first,2014/11/07,2014/11/10,2014/11/10,4,IT & E-commerce,0,0,£132.33,£24.74
1663,4,89,£537.92,0.15,first,2014/11/10,2015/01/20,2015/01/20,3,Litigation & Dispute Resolution,0,0,£132.33,£24.74
6453,83,103,£537.92,0.15,first,2014/11/16,2015/01/31,2015/01/31,4,Commercial Law,0,0,£132.33,£24.74
2313,33,71,£591.71,0.15,first,2014/11/20,2014/12/18,2014/12/18,4,IT & E-commerce,0,0,£132.33,£24.74
2607,54,54,£322.75,0.15,first,2014/11/20,2014/12/03,2014/12/03,3,Employment,1,0,£132.33,£24.74
4115,60,58,£322.75,0.15,first,2014/11/21,2014/12/04,2014/12/04,3,Other,0,0,£132.33,£24.74
2267,14,48,£376.54,0.15,back-to-lexoo,2014/11/21,2014/11/28,2014/11/28,1,Property,0,0,£132.33,£24.74
2267,14,265,"£2,689.58",0.15,back-to-lawyer,2014/11/21,2014/11/28,2015/05/27,1,Property,0,0,£132.33,£0.00
2267,44,57,"£3,227.49",0.15,first,2014/11/21,2014/11/26,2014/11/26,1,Immigration,0,0,£132.33,£24.74
2829,19,340,£860.66,0.15,first,2014/11/21,2015/06/23,2015/06/23,0,Litigation & Dispute Resolution,0,0,£132.33,£24.74
2253,54,155,£430.33,0.15,first,2014/11/23,2015/03/18,2015/03/18,3,Commercial Law,1,0,£132.33,£24.74
2567,55,56,"£1,291.00",0.15,first,2014/11/24,2014/12/04,2014/12/04,2,Property,0,0,£132.33,£24.74
2261,54,52,£430.33,0.15,first,2014/11/27,2014/12/03,2014/12/03,2,Corporate Law,1,0,£132.33,£24.74
2261,54,181,£753.08,0.15,back-to-lawyer,2014/11/27,2014/12/03,2015/03/31,2,Corporate Law,1,0,£132.33,£0.00
3653,33,66,£349.64,0.15,first,2014/11/27,2014/12/18,2014/12/18,4,IT & E-commerce,0,0,£132.33,£24.74
1703,54,53,£107.58,0.15,first,2014/11/30,2014/12/03,2014/12/03,1,Corporate Law,1,0,£132.33,£24.74
2551,33,84,£618.60,0.15,first,2014/12/02,2015/01/15,2015/01/15,4,IT & E-commerce,0,0,£132.33,£24.74
2585,54,61,£645.50,0.15,first,2014/12/03,2014/12/12,2014/12/12,2,Funding/Shares,1,0,£132.33,£24.74
4201,33,646,£295.85,0.15,back-to-lawyer,2014/12/04,2014/12/18,2015/10/08,4,IT & E-commerce,0,0,£132.33,£0.00
4201,33,70,£941.35,0.15,first,2014/12/04,2014/12/18,2014/12/18,4,IT & E-commerce,0,0,£132.33,£24.74
2345,54,77,£268.96,0.15,first,2014/12/08,2015/01/06,2015/01/06,4,Funding/Shares,1,0,£132.33,£24.74
2701,54,81,£753.08,0.15,first,2014/12/11,2015/01/07,2015/01/07,5,IT & E-commerce,1,0,£132.33,£24.74
4661,54,74,£591.71,0.15,first,2014/12/12,2014/12/18,2014/12/18,5,IT & E-commerce,1,0,£132.33,£24.74
6519,73,100,£209.29,0.15,first,2014/12/18,2015/01/29,2015/01/29,4,Commercial Law,0,0,£132.33,£24.74
2291,54,82,£968.25,0.15,back-to-lawyer,2014/12/29,2015/01/07,2015/01/07,2,Funding/Shares,1,0,£132.33,£0.00
2291,54,80,£268.96,0.15,first,2014/12/29,2015/01/07,2015/01/07,2,Funding/Shares,1,0,£132.33,£24.74
2649,33,91,£457.23,0.15,first,2015/01/15,2015/01/21,2015/01/21,4,IT & E-commerce,0,0,£132.33,£24.74
2443,84,96,£806.87,0.15,first,2015/01/20,2015/01/27,2015/01/27,3,Intellectual Property,0,0,£132.33,£24.74
2957,8,379,£301.23,0.15,first,2015/01/20,2015/07/02,2015/07/02,3,Commercial Law,0,0,£132.33,£24.74
2365,33,226,£779.98,0.15,back-to-lawyer,2015/01/21,2015/03/31,2015/04/30,5,IT & E-commerce,0,0,£132.33,£0.00
2365,33,182,£403.44,0.15,first,2015/01/21,2015/03/31,2015/03/31,5,IT & E-commerce,0,0,£132.33,£24.74
3481,54,146,"£1,075.83",0.15,back-to-lexoo,2015/01/22,2015/03/10,2015/03/10,4,Corporate Law,1,0,£132.33,£24.74
3391,54,554,£322.75,0.15,first,2015/01/22,2015/09/17,2015/09/17,4,Intellectual Property,1,0,£132.33,£24.74
2579,53,108,£129.10,0.15,back-to-lawyer,2015/01/26,2015/02/03,2015/02/04,4,Commercial Law,0,0,£132.33,£0.00
2579,53,106,£398.06,0.15,first,2015/01/26,2015/02/03,2015/02/03,4,Commercial Law,0,0,£132.33,£24.74
2579,53,431,£505.64,0.15,back-to-lawyer,2015/01/26,2015/02/03,2015/07/28,4,Commercial Law,0,0,£132.33,£0.00
6363,84,109,£193.65,0.15,first,2015/01/26,2015/02/05,2015/02/05,3,Insolvency & Debt administration,0,0,£132.33,£24.74
3481,65,116,£376.54,0.15,first,2015/01/28,2015/02/10,2015/02/10,5,Litigation & Dispute Resolution,0,0,£132.33,£24.74
2457,116,133,"£2,092.49",0.15,first,2015/01/30,2015/02/20,2015/02/20,2,Intellectual Property,1,0,£132.33,£24.74
3313,33,114,£349.64,0.15,first,2015/02/04,2015/02/09,2015/02/09,3,IT & E-commerce,0,0,£132.33,£24.74
6405,111,111,£878.77,0.15,first,2015/02/04,2015/02/05,2015/02/05,2,Corporate Law,0,0,£132.33,£24.74
3917,33,132,"£1,793.05",0.15,first,2015/02/06,2015/02/25,2015/02/25,4,Commercial Law,0,0,£132.33,£24.74
823,54,196,£473.37,0.15,first,2015/02/09,2015/04/09,2015/04/09,3,Corporate Law,1,0,£132.33,£24.74
2341,33,131,£403.44,0.15,first,2015/02/11,2015/02/25,2015/02/25,4,Intellectual Property,0,0,£132.33,£24.74
1035,54,1064,£882.18,0.15,back-to-lawyer,2015/02/12,2015/03/24,2016/03/01,4,Corporate Law,1,0,£132.33,£0.00
1035,54,4782,£49.49,0.15,back-to-lawyer,2015/02/12,2015/03/24,2018/01/30,4,Corporate Law,1,0,£132.33,£0.00
1035,54,165,£457.23,0.15,first,2015/02/12,2015/03/24,2015/03/24,4,Corporate Law,1,0,£132.33,£24.74
2661,99,212,"£1,506.16",0.15,first,2015/02/13,2015/04/24,2015/04/24,1,Family Law,0,0,£132.33,£24.74
2335,86,170,£651.95,0.15,first,2015/02/13,2015/03/26,2015/03/26,3,Litigation & Dispute Resolution,0,0,£132.33,£24.74
603,100,141,£806.87,0.15,first,2015/02/16,2015/03/04,2015/03/04,4,Corporate Law,0,0,£132.33,£24.74
2389,54,214,"£1,075.83",0.15,first,2015/02/16,2015/04/24,2015/04/24,4,Corporate Law,1,0,£132.33,£24.74
2389,54,4781,£537.92,0.15,back-to-lawyer,2015/02/16,2015/04/24,2018/01/30,4,Corporate Law,1,0,£132.33,£0.00
6589,33,136,£833.77,0.15,first,2015/02/16,2015/03/02,2015/03/02,4,IT & E-commerce,0,0,£132.33,£24.74
2833,56,344,"£2,151.66",0.15,first,2015/02/17,2015/06/24,2015/06/24,4,Commercial Law,0,0,£132.33,£24.74
2833,56,788,"£4,572.28",0.15,back-to-lawyer,2015/02/17,2015/06/24,2015/11/30,4,Commercial Law,0,0,£132.33,£0.00
2833,56,443,"£5,110.19",0.15,back-to-lawyer,2015/02/17,2015/06/24,2015/07/31,4,Commercial Law,0,0,£132.33,£0.00
2833,56,442,"£2,768.11",0.15,back-to-lawyer,2015/02/17,2015/06/24,2015/07/31,4,Commercial Law,0,0,£132.33,£0.00
3215,84,138,"£1,344.79",0.15,first,2015/02/18,2015/03/04,2015/03/04,2,Consumer,0,0,£132.33,£24.74
6521,84,129,£376.54,0.15,first,2015/02/20,2015/02/20,2015/02/20,4,Employment,0,0,£132.33,£24.74
2301,33,483,£242.06,0.15,back-to-lawyer,2015/02/20,2015/03/18,2015/08/17,3,IT & E-commerce,0,0,£132.33,£0.00
2301,33,154,£107.58,0.15,first,2015/02/20,2015/03/18,2015/03/18,3,IT & E-commerce,0,0,£132.33,£24.74
3409,8,145,"£1,344.79",0.15,first,2015/02/22,2015/03/10,2015/03/10,3,Corporate Law,0,0,£132.33,£24.74
3401,54,1063,£806.87,0.15,back-to-lawyer,2015/02/25,2015/03/10,2016/03/01,5,IT & E-commerce,1,0,£132.33,£0.00
3401,54,147,£516.40,0.15,first,2015/02/25,2015/03/10,2015/03/10,5,IT & E-commerce,1,0,£132.33,£24.74
3299,33,179,£430.33,0.15,first,2015/02/25,2015/03/31,2015/03/31,5,IT & E-commerce,0,0,£132.33,£24.74
6049,8,1507,"£2,807.92",0.15,back-to-lawyer,2015/02/26,2015/03/20,2016/06/21,4,Commercial Law,0,0,£132.33,£0.00
6049,8,169,"£2,581.99",0.15,first,2015/02/26,2015/03/20,2015/03/20,4,Commercial Law,0,0,£132.33,£24.74
2547,54,144,£193.65,0.15,first,2015/02/27,2015/03/05,2015/03/05,4,Intellectual Property,1,0,£132.33,£24.74
1219,86,269,£860.66,0.15,first,2015/03/03,2015/05/28,2015/05/28,5,Funding/Shares,0,0,£132.33,£24.74
183,136,205,£860.66,0.15,first,2015/03/09,2015/04/03,2015/04/03,1,Property,0,0,£132.33,£24.74
6381,132,151,£860.66,0.15,first,2015/03/13,2015/03/16,2015/03/16,4,Property,0,0,£132.33,£24.74
6381,132,1510,£430.33,0.15,back-to-lawyer,2015/03/13,2015/03/16,2016/06/21,4,Property,0,0,£132.33,£0.00
6457,132,184,£860.66,0.15,first,2015/03/14,2015/04/01,2015/04/01,4,Property,0,0,£132.33,£24.74
2509,32,153,£129.10,0.15,first,2015/03/16,2015/03/16,2015/03/16,1,Intellectual Property,0,0,£132.33,£24.74
3397,100,159,£268.96,0.15,first,2015/03/16,2015/03/22,2015/03/22,2,Commercial Law,0,0,£132.33,£24.74
3527,54,164,£161.37,0.15,first,2015/03/16,2015/03/24,2015/03/24,4,Employment,1,0,£132.33,£24.74
1401,100,178,"£3,227.49",0.15,first,2015/03/16,2015/03/31,2015/03/31,4,Corporate Law,0,0,£132.33,£24.74
1401,100,448,£806.87,0.15,back-to-lawyer,2015/03/16,2015/03/31,2015/08/02,4,Corporate Law,0,0,£132.33,£0.00
3993,33,177,£618.60,0.15,first,2015/03/18,2015/03/27,2015/03/27,4,IT & E-commerce,0,0,£132.33,£24.74
2349,33,176,£376.54,0.15,first,2015/03/19,2015/03/27,2015/03/27,4,IT & E-commerce,0,0,£132.33,£24.74
2433,54,4774,£860.66,0.15,back-to-lawyer,2015/03/19,2015/04/24,2018/01/30,4,Funding/Shares,1,0,£132.33,£0.00
2433,54,216,"£1,344.79",0.15,back-to-lexoo,2015/03/19,2015/04/24,2015/04/24,4,Funding/Shares,1,0,£132.33,£24.74
1349,140,424,"£10,489.35",0.15,first,2015/03/20,2015/07/24,2015/07/24,3,Financial Services,0,0,£132.33,£24.74
1349,140,986,"£1,506.16",0.15,back-to-lawyer,2015/03/20,2015/07/24,2016/02/11,3,Financial Services,0,0,£132.33,£0.00
3073,132,190,£322.75,0.15,first,2015/03/21,2015/04/09,2015/04/09,2,Consumer,0,0,£132.33,£24.74
2369,132,185,£860.66,0.15,first,2015/03/22,2015/04/02,2015/04/02,4,Property,0,0,£132.33,£24.74
1865,54,173,£537.92,0.15,first,2015/03/25,2015/03/27,2015/03/27,4,Funding/Shares,1,0,£132.33,£24.74
1865,54,174,£559.43,0.15,back-to-lexoo,2015/03/25,2015/03/27,2015/03/27,5,Employment,1,0,£132.33,£24.74
3853,54,192,£645.50,0.15,first,2015/03/30,2015/04/09,2015/04/09,4,Commercial Law,1,0,£132.33,£24.74
3845,60,311,£717.58,0.15,first,2015/03/30,2015/06/12,2015/06/12,1,Commercial Law,0,0,£132.33,£24.74
3861,133,229,£215.17,0.15,first,2015/03/31,2015/05/02,2015/05/02,4,IT & E-commerce,0,0,£132.33,£24.74
3849,133,188,£215.17,0.15,first,2015/03/31,2015/04/08,2015/04/08,5,IT & E-commerce,0,0,£132.33,£24.74
1071,118,198,£537.92,0.15,first,2015/04/01,2015/04/09,2015/04/09,5,Commercial Law,0,0,£132.33,£24.74
2547,54,227,£268.96,0.15,back-to-lexoo,2015/04/01,2015/04/30,2015/04/30,5,IT & E-commerce,1,0,£132.33,£24.74
1465,54,201,£806.87,0.15,first,2015/04/02,2015/04/09,2015/04/09,1,Corporate Law,1,0,£132.33,£24.74
3119,32,283,£457.23,0.15,back-to-lawyer,2015/04/06,2015/05/05,2015/06/03,4,Intellectual Property,0,0,£132.33,£0.00
3119,32,230,£457.23,0.15,first,2015/04/06,2015/05/05,2015/05/05,4,Intellectual Property,0,0,£132.33,£24.74
2169,32,208,£295.85,0.15,first,2015/04/07,2015/04/22,2015/04/22,4,IT & E-commerce,0,0,£132.33,£24.74
2501,133,204,£215.17,0.15,first,2015/04/07,2015/04/16,2015/04/16,4,Commercial Law,0,0,£132.33,£24.74
3547,54,408,£645.50,0.15,first,2015/04/08,2015/07/16,2015/07/16,4,Corporate Law,1,0,£132.33,£24.74
3185,32,284,£484.12,0.15,first,2015/04/08,2015/06/03,2015/06/03,5,IT & E-commerce,0,0,£132.33,£24.74
3185,32,285,£753.08,0.15,back-to-lexoo,2015/04/08,2015/06/03,2015/06/03,5,Intellectual Property,0,0,£132.33,£24.74
3451,32,297,£699.29,0.15,first,2015/04/08,2015/06/05,2015/06/05,3,IT & E-commerce,0,0,£132.33,£24.74
1573,132,197,£860.66,0.15,first,2015/04/08,2015/04/13,2015/04/13,4,Property,0,0,£132.33,£24.74
1573,132,3565,£295.85,0.15,back-to-lawyer,2015/04/08,2015/04/13,2017/07/31,4,Property,0,0,£132.33,£0.00
4235,132,237,£860.66,0.15,first,2015/04/10,2015/05/11,2015/05/11,4,Property,0,0,£132.33,£24.74
2903,33,250,£779.98,0.15,first,2015/04/10,2015/05/18,2015/05/18,4,IT & E-commerce,0,0,£132.33,£24.74
3121,65,827,£105.43,0.15,back-to-lawyer,2015/04/14,2015/05/15,2015/12/17,4,Litigation & Dispute Resolution,0,0,£132.33,£0.00
3121,65,244,£154.27,0.15,first,2015/04/14,2015/05/15,2015/05/15,4,Litigation & Dispute Resolution,0,0,£132.33,£24.74
3121,65,1165,£105.43,0.15,back-to-lawyer,2015/04/14,2015/05/15,2016/03/30,4,Litigation & Dispute Resolution,0,0,£132.33,£0.00
2575,54,337,£451.85,0.15,first,2015/04/21,2015/06/23,2015/06/23,4,Employment,1,0,£132.33,£24.74
2427,33,222,£726.19,0.15,first,2015/04/23,2015/04/30,2015/04/30,4,IT & E-commerce,0,0,£132.33,£24.74
3709,133,239,£322.75,0.15,first,2015/04/24,2015/05/11,2015/05/11,3,Consumer,0,0,£132.33,£24.74
2655,132,293,"£1,291.00",0.15,first,2015/04/27,2015/06/05,2015/06/05,4,Property,0,0,£132.33,£24.74
3243,33,220,£699.29,0.15,first,2015/04/27,2015/04/30,2015/04/30,5,IT & E-commerce,0,0,£132.33,£24.74
3243,33,456,£376.54,0.15,back-to-lawyer,2015/04/27,2015/04/30,2015/08/05,5,IT & E-commerce,0,0,£132.33,£0.00
213,33,221,£134.48,0.15,back-to-lexoo,2015/04/27,2015/04/30,2015/04/30,3,Commercial Law,0,0,£132.33,£24.74
3647,54,257,£295.85,0.15,first,2015/04/28,2015/05/21,2015/05/21,4,Corporate Law,1,0,£132.33,£24.74
2677,133,236,£484.12,0.15,first,2015/04/28,2015/05/11,2015/05/11,4,Consumer,0,0,£132.33,£24.74
3203,33,1591,£358.61,0.15,back-to-lawyer,2015/04/29,2015/06/25,2016/07/13,4,IT & E-commerce,0,0,£132.33,£0.00
3203,33,350,"£1,075.83",0.15,first,2015/04/29,2015/06/25,2015/06/25,4,IT & E-commerce,0,0,£132.33,£24.74
2481,32,281,£161.37,0.15,first,2015/04/30,2015/06/03,2015/06/03,1,Intellectual Property,0,0,£132.33,£24.74
2379,84,246,"£1,321.12",0.15,first,2015/04/30,2015/05/15,2015/05/15,1,Employment,0,0,£132.33,£24.74
2495,100,245,£268.96,0.15,first,2015/04/30,2015/05/15,2015/05/15,5,Employment,0,0,£132.33,£24.74
2495,100,928,£806.87,0.15,back-to-lawyer,2015/04/30,2015/05/15,2016/01/26,5,Employment,0,0,£132.33,£0.00
2633,53,247,£129.10,0.15,first,2015/05/01,2015/05/15,2015/05/15,4,Commercial Law,0,0,£132.33,£24.74
3867,54,240,£349.64,0.15,first,2015/05/06,2015/05/13,2015/05/13,4,IT & E-commerce,1,0,£132.33,£24.74
3867,54,1067,£322.75,0.15,back-to-lawyer,2015/05/06,2015/05/13,2016/03/01,4,IT & E-commerce,1,0,£132.33,£0.00
3867,54,511,£349.64,0.15,back-to-lawyer,2015/05/06,2015/05/13,2015/08/26,4,IT & E-commerce,1,0,£132.33,£0.00
3867,54,1068,£430.33,0.15,back-to-lawyer,2015/05/06,2015/05/13,2016/03/01,4,IT & E-commerce,1,0,£132.33,£0.00
4955,65,275,£419.57,0.15,first,2015/05/06,2015/05/29,2015/05/29,3,Consumer,0,0,£132.33,£24.74
2887,133,248,£215.17,0.15,first,2015/05/06,2015/05/15,2015/05/15,3,Consumer,0,0,£132.33,£24.74
3871,133,242,£129.10,0.15,first,2015/05/06,2015/05/14,2015/05/14,4,Litigation & Dispute Resolution,0,0,£132.33,£24.74
4317,33,1503,£564.81,0.15,back-to-lawyer,2015/05/06,2015/07/02,2016/06/21,6,IT & E-commerce,0,0,£132.33,£0.00
4317,33,2327,"£3,093.01",0.15,back-to-lawyer,2015/05/06,2015/07/02,2017/01/05,6,IT & E-commerce,0,0,£132.33,£0.00
4317,33,376,"£5,970.86",0.15,first,2015/05/06,2015/07/02,2015/07/02,6,IT & E-commerce,0,0,£132.33,£24.74
5053,54,540,£537.96,0.15,first,2015/05/08,2015/09/11,2015/09/11,4,Corporate Law,1,0,£132.33,£24.74
3283,44,487,"£4,034.36",0.15,first,2015/05/08,2015/08/18,2015/08/18,5,Immigration,0,0,£132.33,£24.74
2965,86,270,£537.92,0.15,first,2015/05/09,2015/05/28,2015/05/28,3,Insolvency & Debt administration,0,0,£132.33,£24.74
4255,86,271,"£1,398.58",0.15,first,2015/05/10,2015/05/28,2015/05/28,5,Litigation & Dispute Resolution,0,0,£132.33,£24.74
3773,144,787,"£1,194.17",0.15,back-to-lawyer,2015/05/12,2015/05/27,2015/11/27,3,Intellectual Property,0,0,£132.33,£0.00
3773,144,266,£699.29,0.15,first,2015/05/12,2015/05/27,2015/05/27,3,Intellectual Property,0,0,£132.33,£24.74
2405,133,274,£349.64,0.15,first,2015/05/13,2015/05/29,2015/05/29,4,IT & E-commerce,0,0,£132.33,£24.74
1237,54,260,£268.96,0.15,first,2015/05/17,2015/05/22,2015/05/22,4,Commercial Law,1,0,£132.33,£24.74
4251,133,296,£322.75,0.15,first,2015/05/20,2015/06/05,2015/06/05,4,IT & E-commerce,0,0,£132.33,£24.74
3509,54,267,£376.54,0.15,first,2015/05/22,2015/05/28,2015/05/28,3,IT & E-commerce,1,0,£132.33,£24.74
3509,54,629,£376.54,0.15,back-to-lawyer,2015/05/22,2015/05/28,2015/10/02,3,IT & E-commerce,1,0,£132.33,£0.00
1527,84,336,£376.54,0.15,first,2015/05/24,2015/06/22,2015/06/22,4,Litigation & Dispute Resolution,0,0,£132.33,£24.74
1527,84,544,£484.12,0.15,back-to-lawyer,2015/05/24,2015/06/22,2015/09/15,4,Litigation & Dispute Resolution,0,0,£132.33,£0.00
2363,133,300,£215.17,0.15,first,2015/05/27,2015/06/11,2015/06/11,4,IT & E-commerce,0,0,£132.33,£24.74
5645,53,301,"£1,613.75",0.15,first,2015/05/27,2015/06/09,2015/06/09,4,Other,0,0,£132.33,£24.74
2289,149,328,"£2,232.35",0.15,first,2015/05/28,2015/07/07,2015/07/07,2,IT & E-commerce,0,0,£132.33,£24.74
2515,99,308,"£1,075.83",0.15,first,2015/05/29,2015/06/11,2015/06/11,2,Family Law,0,0,£132.33,£24.74
2527,133,290,£172.13,0.15,first,2015/06/01,2015/06/04,2015/06/04,3,Other,0,0,£132.33,£24.74
3443,84,543,"£1,075.83",0.15,back-to-lawyer,2015/06/01,2015/07/02,2015/09/15,1,Employment,0,0,£132.33,£0.00
3443,84,380,£537.92,0.15,first,2015/06/01,2015/07/02,2015/07/02,1,Employment,0,0,£132.33,£24.74
4245,160,313,"£2,323.79",0.15,back-to-lexoo,2015/06/02,2015/06/12,2015/06/12,3,Employment,0,0,£132.33,£24.74
4245,160,1409,£645.50,0.15,back-to-lawyer,2015/06/02,2015/06/12,2016/06/01,3,Employment,0,0,£132.33,£0.00
4245,142,1206,"£2,044.08",0.15,back-to-lawyer,2015/06/02,2015/06/12,2016/04/04,2,Employment,0,0,£132.33,£0.00
4245,142,312,£806.87,0.15,first,2015/06/02,2015/06/12,2015/06/12,2,Employment,0,0,£132.33,£24.74
4245,142,1235,£161.37,0.15,back-to-lawyer,2015/06/02,2015/06/12,2016/04/12,2,Employment,0,0,£132.33,£0.00
4245,142,1306,£322.75,0.15,back-to-lawyer,2015/06/02,2015/06/12,2016/05/04,2,Employment,0,0,£132.33,£0.00
