Customer ID,Purchase Amount,Button Version
2034,101.2972183,red
604,86.12458099,green
2744,56.66595172,red
2771,95.26280145,red
2967,130.7474224,red
2728,93.50839152,red
1336,131.9411008,green
1387,70.74225342,green
1627,97.11387304,red
823,74.86865753,green
2027,86.36934097,red
2294,88.28138985,red
728,93.35826209,green
1744,92.47937253,red
585,69.49885698,green
2754,65.78066553,red
2193,99.26604101,red
143,86.97351773,green
3032,86.44772922,red
1764,77.38443084,red
2311,94.47699974,red
528,63.50232227,green
2339,80.21141699,red
361,78.05669636,green
3013,97.48193856,red
295,111.7806495,green
562,119.3576164,green
2559,72.70061421,red
2727,98.95801882,red
2991,96.98805599,red
1581,103.2849872,green
1051,142.3366419,green
503,71.76622088,green
187,86.98577969,green
1050,100.2853504,green
1825,98.88841869,red
644,71.46259588,green
391,88.01313135,green
1286,88.68058811,green
2981,97.01227054,red
849,80.51598746,green
1665,95.76135782,red
2297,144.1159884,red
2701,60.39915334,red
2534,136.9130961,red
979,84.34002384,green
2299,61.84832701,red
1009,85.80089762,green
2591,100.3068905,red
1530,79.0053839,green
1693,87.71466468,red
1624,95.72907903,red
2175,47.60252206,red
2396,113.9379954,red
370,100.0742585,green
2169,90.23211126,red
1996,87.36462904,red
2322,72.90510794,red
599,85.24129952,green
2418,81.35482755,red
877,63.20314303,green
564,93.4459729,green
946,107.5884369,green
1675,92.09629885,red
1317,101.7973414,green
624,84.23370324,green
154,88.16251322,green
2773,65.51965008,red
2942,73.40913403,red
2016,105.2658589,red
573,108.4745028,green
335,64.66616276,green
2508,107.1751889,red
1147,74.40832695,green
2885,67.64924962,red
2338,77.14281948,red
1514,54.39192885,green
1151,102.869173,green
1155,97.15237307,green
789,99.21983074,green
1039,97.75324132,green
796,74.40062517,green
1973,96.8260047,red
1720,81.59580247,red
201,79.95650058,green
1216,54.37079253,green
1616,54.83455782,red
609,55.54854398,green
1156,77.23735672,green
867,94.64324505,green
2340,87.76441978,red
546,97.5964642,green
1847,110.1071599,red
656,109.4868325,green
1140,68.68156821,green
2459,58.91679709,red
495,85.19563936,green
1747,105.1821496,red
482,72.79836916,green
2428,88.01574322,red
2241,129.2296028,red
338,125.3546793,green
693,99.40532875,green
769,94.05734865,green
1479,75.53954907,green
2757,102.9758897,red
1691,85.5612056,red
2451,104.0565985,red
516,92.97432224,green
1439,108.5157977,green
568,84.25213601,green
1437,70.86800167,green
1730,105.3956489,red
721,104.9375679,green
3086,80.35264769,red
2525,103.0419026,red
2804,103.789834,red
1955,106.6323879,red
839,58.69744831,green
1931,88.68211113,red
2089,97.67190224,red
557,123.6037436,green
2279,110.2573476,red
1858,97.72211218,red
229,104.6440221,green
2489,81.08132678,red
1731,97.38492865,red
484,115.1068812,green
603,93.93727784,green
2165,46.73090276,red
2733,130.5069248,red
874,91.14963651,green
190,87.22157732,green
942,107.8540497,green
844,107.7400854,green
2289,79.67473904,red
2065,103.9698814,red
1618,105.5102181,red
1234,95.83137442,green
744,62.84484215,green
221,89.87802096,green
1131,48.05245513,green
273,105.8163517,green
2558,76.96434888,red
1789,98.44221086,red
3107,104.2260582,red
2936,95.5510329,red
2966,103.2542685,red
2205,151.1575187,red
247,66.25618985,green
2469,88.28530688,red
2863,111.3626989,red
217,99.70852191,green
724,106.7727141,green
2402,52.76264148,red
1038,77.6204975,green
1435,103.717879,green
202,118.3631657,green
1487,91.42323871,green
986,81.93243961,green
1268,79.55405652,green
1481,74.12922575,green
2359,130.7984275,red
360,65.90771073,green
898,74.37883867,green
2895,102.3705391,red
2055,103.6498575,red
1339,97.65087478,green
2412,80.08761051,red
1473,110.8877682,green
1983,98.98943261,red
3100,89.38491148,red
508,83.22371893,green
207,108.9038687,green
2084,103.0401149,red
1537,84.35104878,green
139,110.101375,green
1382,62.50171057,green
2931,100.8168026,red
2836,100.4257851,red
2670,81.01727309,red
1468,69.62998332,green
3112,87.69997483,red
2053,104.9307273,red
795,75.78238311,green
2080,108.9961792,red
1127,62.76530511,green
1049,73.65999301,green
3020,83.68468809,red
989,76.98696225,green
2263,105.3637941,red
1281,138.0749173,green
1249,63.80019572,green
2351,133.4790296,red
498,96.91012175,green
258,77.8932525,green
177,73.98625982,green
373,110.2180179,green
2409,106.1932223,red
1656,77.70500796,red
875,72.57257504,green
2834,70.08692208,red
3019,116.5430432,red
1934,89.58147175,red
2180,84.13343666,red
1755,87.35193756,red
2100,113.7925358,red
2951,97.52423562,red
1413,88.27130921,green
2605,43.66436492,red
876,111.4188156,green
415,78.74070833,green
353,105.2691678,green
3074,75.49305058,red
2397,65.05949146,red
2302,76.93816068,red
2912,88.59216401,red
2848,90.33782214,red
1815,103.0535044,red
2455,98.97435659,red
2786,81.55143104,red
431,109.4344938,green
367,89.2111755,green
2394,155.8342367,red
3081,117.7269432,red
2530,102.0447801,red
2071,81.45383656,red
2604,109.9275522,red
2384,93.78786458,red
1975,119.3317517,red
2614,100.1439823,red
3031,106.1211007,red
1375,73.32319123,green
1635,68.3070927,red
730,96.17012997,green
1927,110.2508942,red
1510,84.24498182,green
2999,133.61189,red
2090,82.27413239,red
2962,49.84636845,red
1321,90.71784699,green
1943,70.70758293,red
205,86.97714867,green
716,91.43842295,green
213,121.9661983,green
2514,97.12307736,red
2010,97.89134498,red
2298,96.37961073,red
2865,39.81243156,red
1707,113.5735445,red
1619,54.97535965,red
1470,67.25639881,green
1385,106.3513413,green
835,93.21501803,green
1393,105.6976532,green
1957,114.4765584,red
1338,82.28542542,green
150,84.3853553,green
2763,41.61207247,red
1378,89.28032192,green
686,90.2001796,green
2987,101.1226902,red
1843,131.8451067,red
2680,81.15912566,red
1826,82.29438716,red
2823,100.5913663,red
2829,74.62507701,red
895,57.07153437,green
1504,97.20439138,green
2956,91.6504151,red
1031,85.77806465,green
1738,62.53531014,red
2319,108.9744487,red
755,101.8486242,green
1092,94.49742178,green
1987,84.55762653,red
2612,122.6725491,red
2637,73.77320508,red
2859,110.4820178,red
1355,118.8558899,green
1708,86.64303319,red
294,110.5644993,green
976,93.93577055,green
1768,67.80541182,red
1450,99.16065487,green
2324,72.13756361,red
548,90.8075183,green
1362,70.24292254,green
1922,76.20159643,red
1833,99.12957415,red
1047,85.64313161,green
3095,93.33157224,red
125,56.18834153,green
552,82.02353136,green
2391,86.65358445,red
2801,97.43725351,red
1583,109.7010292,green
1714,114.2507632,red
899,104.206747,green
1299,101.2999888,green
1320,73.35053449,green
2201,116.1192819,red
2346,86.91163455,red
2837,81.40500458,red
159,95.46753945,green
545,88.48587359,green
2526,110.9370187,red
1231,83.93064355,green
1241,115.7043889,green
814,77.62537818,green
2606,108.3673848,red
801,137.8538131,green
2883,97.29554007,red
2481,100.4227976,red
1924,102.7350857,red
2849,134.3412554,red
2623,79.38507331,red
2093,80.51902087,red
1436,87.88399662,green
1651,97.94957073,red
2742,108.5193569,red
1176,74.24285802,green
2363,96.67117755,red
1264,94.35828155,green
652,92.47359227,green
2026,59.22525488,red
2456,109.1892734,red
2387,62.27994277,red
2531,108.500475,red
1263,75.39079434,green
240,89.33132543,green
2619,113.7194212,red
3089,91.01168589,red
1110,79.73770047,green
2808,66.1820494,red
665,85.7425442,green
770,100.4050818,green
231,93.67147312,green
2103,119.292292,red
2777,55.55790521,red
1354,78.37563775,green
394,93.2815353,green
1067,87.16654437,green
2785,95.80598108,red
1517,93.05992172,green
1420,86.58329772,green
607,87.44138849,green
1124,63.38399329,green
1906,61.62312345,red
1519,73.18303156,green
2630,58.07856646,red
1824,117.6847914,red
700,113.1564997,green
2368,85.00571593,red
2000,109.5387614,red
2697,42.08878004,red
1727,86.18824522,red
1058,105.7411426,green
507,70.9333953,green
310,83.02517137,green
633,90.07110596,green
583,111.9855727,green
3077,111.3744521,red
2106,96.71774414,red
2370,62.57665036,red
1289,118.3128555,green
1604,113.2719809,green
2652,91.46007078,red
2388,106.7482588,red
2107,109.2212613,red
1588,77.36400479,green
2625,72.6758777,red
1699,105.5347397,red
1302,112.9873497,green
2975,97.88225859,red
2984,70.95238023,red
333,92.68951647,green
324,101.607476,green
1001,64.39186818,green
2190,80.87097906,red
2853,58.38389647,red
1252,83.5893273,green
1418,86.65052715,green
2028,66.7960013,red
2649,52.55855757,red
992,95.94856879,green
183,77.00867016,green
2272,72.92801768,red
2255,80.11166468,red
757,106.6663919,green
1190,75.2715407,green
3062,121.4487694,red
830,85.63060148,green
1376,73.8798562,green
787,102.610544,green
1832,116.7553598,red
2399,69.11866953,red
3099,90.39810107,red
2920,61.41661891,red
615,108.4298309,green
2722,102.9711074,red
127,112.7005542,green
524,82.64700398,green
1709,99.02840273,red
1725,150.7040308,red
1107,40.01542078,green
636,31.3745789,green
2310,145.8263674,red
1645,78.66498945,red
1091,98.70277032,green
1752,91.11126035,red
1144,81.19044126,green
1132,90.73490686,green
1087,77.3346573,green
868,73.51695938,green
765,98.2721647,green
578,79.32818847,green
1121,87.51206328,green
2140,92.41967931,red
1643,62.31597678,red
936,81.94131138,green
1112,105.9082805,green
1006,93.15703983,green
1895,71.58552465,red
704,124.0140748,green
2227,69.90601504,red
2374,90.93830508,red
2017,90.94022135,red
489,107.5891928,green
2005,89.77382198,red
2372,114.3907389,red
723,112.2495564,green
1056,48.64223372,green
2968,74.22577531,red
543,85.22949111,green
1809,69.57947045,red
1109,93.64880803,green
2029,44.48148125,red
1928,86.60730382,red
1633,96.04771845,red
308,107.7822795,green
1753,88.49348303,red
384,81.14793696,green
2343,116.8453228,red
1606,111.5191661,green
1495,95.82923499,green
235,113.7709962,green
3070,84.37817998,red
1554,136.003917,green
2094,73.06698418,red
3108,84.49000811,red
666,66.7646393,green
626,67.72066749,green
1529,88.74990204,green
1505,98.1341622,green
1974,96.72495594,red
1105,99.6771787,green
1260,72.50318138,green
741,110.1874203,green
2940,56.33546511,red
858,96.24962292,green
2179,95.230531,red
1337,105.940841,green
1221,104.5541083,green
3035,84.95998308,red
1194,87.7695104,green
3036,77.03476689,red
985,54.01093341,green
2969,76.60034178,red
1244,88.56061198,green
597,79.1612042,green
1533,106.332013,green
2314,69.71234152,red
269,87.31766832,green
694,97.87901962,green
263,83.28700561,green
932,83.37499608,green
1942,108.2708452,red
2671,74.68466892,red
2138,107.703193,red
1587,97.53034118,green
2150,115.3940536,red
742,68.34114048,green
2054,87.95734894,red
2560,122.4648761,red
266,96.11960821,green
2473,80.95460195,red
2521,76.03692396,red
533,98.77201725,green
1068,125.8963855,green
2715,127.8805177,red
2767,53.71254098,red
1080,72.27375011,green
2151,119.1507094,red
2482,58.69492637,red
1777,74.70666585,red
2300,63.61647225,red
1114,54.96295018,green
1842,78.21882473,red
1298,83.11682627,green
1351,69.60995245,green
2206,78.21943799,red
1742,87.65183729,red
2891,90.26238589,red
2653,97.25640038,red
3073,60.97590252,red
2616,78.97497937,red
1200,102.4710626,green
2555,104.5418137,red
2536,101.9841333,red
1518,120.3566786,green
2668,76.71264396,red
2232,72.90388666,red
2927,76.88389987,red
1639,109.6930705,red
2952,86.70121195,red
476,99.89937097,green
2686,89.05777034,red
158,98.55956248,green
2282,109.9250119,red
853,107.9433398,green
937,93.40483926,green
126,88.24129003,green
547,106.9260698,green
2292,85.769609,red
1662,76.24398269,red
377,48.88358084,green
2797,112.848287,red
703,82.10730185,green
850,104.3167084,green
2979,58.24888692,red
3010,73.87814817,red
196,92.89506782,green
383,82.7680056,green
1425,84.79239018,green
1394,73.7640545,green
2781,57.00015089,red
242,100.5747386,green
2977,43.33502816,red
996,89.82871906,green
848,96.70040867,green
2917,79.7803691,red
468,44.95039329,green
1041,118.0126355,green
816,30.03583453,green
188,122.0038945,green
592,93.15790327,green
2117,61.89040831,red
1981,76.23059306,red
2640,125.0762482,red
1032,116.4918092,green
1458,83.83869546,green
1913,68.16698241,red
1432,130.217379,green
1778,74.87987575,red
1522,116.6416219,green
1814,101.0891612,red
2061,79.14616148,red
3049,82.65401427,red
1224,85.43021949,green
661,79.92370565,green
2031,87.62681742,red
698,116.3085478,green
617,102.613871,green
551,111.7640222,green
1319,90.42960474,green
1551,98.37061635,green
767,99.80910491,green
1154,112.4071255,green
646,108.5446771,green
852,89.82188991,green
991,109.3887392,green
1552,90.63461416,green
2463,123.4801752,red
1666,109.9302223,red
1341,110.3428215,green
355,101.2030297,green
2581,102.8634442,red
891,96.54512554,green
2593,85.72839149,red
676,96.96233354,green
818,112.4922172,green
2470,61.70367591,red
714,93.91731254,green
727,121.7379008,green
1025,45.05547834,green
168,86.97552454,green
679,102.7016009,green
2198,112.7807275,red
2337,64.00216737,red
2349,89.98731694,red
1229,83.50604485,green
880,101.5756068,green
289,68.26373476,green
2569,129.766343,red
1048,56.15379998,green
2609,118.1164238,red
1566,112.9779392,green
2498,94.30837599,red
513,108.4751537,green
2252,94.64164277,red
1426,91.51469611,green
1782,88.03032158,red
2913,78.45374158,red
3069,93.18155917,red
3037,54.81593467,red
1578,77.67539032,green
1330,91.89938254,green
1803,87.15372334,red
2933,89.26320283,red
826,88.81276541,green
701,68.99902073,green
2907,60.30275732,red
2980,97.21019211,red
2147,72.51369412,red
1841,56.69080178,red
2594,143.9384314,red
1569,92.47674533,green
412,104.9386299,green
2014,92.96078922,red
2262,71.00080214,red
659,107.9185766,green
776,77.50253373,green
1428,86.89093763,green
1700,83.9065579,red
1888,79.87374498,red
1938,56.63394418,red
1438,100.0816445,green
1769,120.8422519,red
2692,85.09371941,red
2135,45.2122416,red
1956,107.6903582,red
1323,106.4380694,green
362,84.95225758,green
1524,113.4735189,green
882,52.73412763,green
834,78.81653684,green
611,80.5226237,green
1949,115.1591823,red
1914,123.9973856,red
1816,90.97565713,red
600,84.42767471,green
1881,99.12096001,red
2113,123.0703284,red
2872,86.34949207,red
2196,105.4823373,red
1586,50.41207801,green
451,67.36800952,green
2795,112.8882984,red
2145,95.24146438,red
2852,116.5202794,red
2159,87.70169906,red
1384,52.20739474,green
1988,120.0960756,red
2673,69.88993326,red
1723,50.92413649,red
540,87.16227721,green
606,69.11320136,green
2004,96.88983947,red
631,110.0296849,green
808,100.8663627,green
2417,71.47330998,red
493,87.12773244,green
455,78.19594016,green
458,65.32516578,green
2440,87.62922452,red
3043,50.55428171,red
2876,89.84763538,red
591,101.1855138,green
1902,84.77263028,red
2683,63.58741406,red
1280,67.06221834,green
2645,81.98333673,red
2552,89.48838486,red
2228,74.25568196,red
1683,100.8956598,red
2407,78.24524891,red
1108,75.41411608,green
142,73.63194016,green
2253,98.21848717,red
3029,73.04593276,red
1113,65.7806062,green
2860,78.68949455,red
691,100.2346339,green
1300,77.69685906,green
799,88.3159742,green
3111,99.56882942,red
1258,64.83765911,green
1046,56.90660925,green
1745,84.1536084,red
2894,102.2781739,red
149,56.95685492,green
461,107.8114668,green
3072,81.85009798,red
2176,92.77336405,red
1827,88.83543235,red
2809,86.58266317,red
388,81.73684975,green
2185,68.29304876,red
265,67.11134373,green
2717,91.80327398,red
2025,105.7060733,red
1371,90.23962307,green
2634,113.8806341,red
1978,58.56534307,red
114,94.51082138,green
713,116.026819,green
463,107.9201412,green
321,107.1757764,green
211,85.20110408,green
2959,95.89861389,red
2995,112.1147812,red
1536,98.06981526,green
2425,87.48712121,red
536,118.6321974,green
1136,93.29902893,green
1868,74.72471709,red
905,105.7288461,green
2356,106.4884209,red
1452,99.58134251,green
2718,91.49302489,red
496,81.44557752,green
401,72.06867212,green
955,121.9412089,green
1933,61.29278557,red
2643,99.53921412,red
1860,102.4294191,red
1175,48.36071598,green
793,107.4128608,green
369,92.00219635,green
479,79.74243752,green
529,90.08728887,green
237,79.3162647,green
2905,111.4197884,red
2819,72.33196057,red
941,85.04115961,green
2610,136.0295044,red
3080,60.01599867,red
566,105.6607838,green
414,54.38608779,green
2467,57.86857762,red
2898,90.71810155,red
2497,81.65097047,red
2579,83.58805859,red
203,119.5948006,green
2283,80.64928767,red
2078,126.2903408,red
2015,88.36132271,red
1037,81.70148032,green
2012,87.24777079,red
2904,71.42752239,red
1380,112.9564909,green
520,68.92784954,green
1492,84.32544728,green
740,99.11039048,green
2932,92.31563252,red
130,87.94535919,green
1405,131.7091627,green
2163,66.82710352,red
1805,106.0191097,red
1647,83.3670796,red
2076,106.6753949,red
1875,72.84270176,red
2599,71.086794,red
778,106.8936428,green
1195,64.66087171,green
523,77.02552152,green
910,89.96905162,green
2854,65.52462464,red
2127,62.15577103,red
1093,67.46937581,green
2842,71.23791139,red
1918,79.36530113,red
319,89.70228272,green
1853,89.14320909,red
172,110.9104071,green
1541,112.6392329,green
1760,106.5275774,red
1592,75.13268203,green
2547,93.33318862,red
717,107.1314863,green
746,75.78320083,green
1045,118.6306985,green
928,61.15971985,green
2051,54.81744876,red
2587,54.26136312,red
749,95.34776967,green
1475,64.0585845,green
894,86.62080393,green
405,87.63104482,green
1326,106.1856043,green
736,91.47681176,green
296,77.10862809,green
1900,89.36553984,red
1095,110.4936269,green
2465,66.67336324,red
3052,93.56294314,red
1236,119.2314759,green
1014,82.31114935,green
462,57.25957264,green
313,84.20977594,green
1368,68.96824383,green
919,102.4025103,green
558,90.05756582,green
206,112.7428198,green
1729,112.4265172,red
2366,110.7202171,red
1561,113.805203,green
2306,88.69404901,red
1343,97.27625165,green
2485,76.66340181,red
580,56.65769823,green
1907,90.2017025,red
1869,91.07388236,red
2449,101.1280329,red
1220,88.18301139,green
2186,84.35216041,red
1507,90.19552159,green
2731,45.31398293,red
2613,86.54200608,red
861,65.85450208,green
219,85.78871611,green
1279,120.1705522,green
2665,87.64957368,red
1159,67.18313889,green
1686,95.34926834,red
892,68.04369651,green
1596,73.45991024,green
1612,96.76948916,green
2199,72.48235626,red
2719,114.9028049,red
2821,72.94828467,red
1253,135.4394681,green
2880,87.57276602,red
751,53.23278386,green
1222,69.80463916,green
2847,95.2766808,red
1129,117.1601021,green
365,108.4020763,green
885,100.3644303,green
1548,108.3439948,green
837,89.43519091,green
2330,103.4999891,red
1096,98.26830122,green
1761,94.24503952,red
1674,89.69537686,red
1400,79.99611554,green
3094,103.9571462,red
1157,74.27436573,green
171,89.51015019,green
2221,82.19349701,red
1711,104.7012614,red
404,107.3350519,green
827,91.62429924,green
2218,89.91818846,red
410,64.45228921,green
1952,77.34552204,red
1494,75.41355803,green
2331,91.92896144,red
1929,127.2488237,red
1964,117.4173542,red
2041,113.8391475,red
786,105.7159225,green
1119,92.10202608,green
1499,81.17559176,green
2323,114.1267877,red
1991,73.19251065,red
1886,93.12278674,red
456,110.9697179,green
1634,92.74427102,red
923,58.63526189,green
490,116.8971224,green
1169,86.74305215,green
254,127.3133969,green
2305,107.8666216,red
2494,124.8830882,red
1148,98.60545923,green
2327,70.45815536,red
1318,81.87024699,green
581,70.44305461,green
1117,122.9303512,green
2791,77.8344995,red
2851,104.4289762,red
2664,85.90329383,red
2307,97.23083947,red
2723,69.79375957,red
1024,102.4333585,green
2691,95.83968369,red
2524,94.67929927,red
965,108.3408796,green
2522,101.8281642,red
1460,60.46030119,green
2648,87.352539,red
1064,103.5572328,green
1145,127.5933167,green
2642,82.72331806,red
2187,95.34995671,red
1531,111.4910065,green
1893,102.6416427,red
1819,97.08526284,red
304,72.66909726,green
1230,106.7665438,green
737,81.97266529,green
1568,84.8295163,green
803,101.1671367,green
999,74.57824061,green
1994,92.15916206,red
439,81.34608934,green
845,135.7944601,green
2048,129.3244159,red
1963,79.2220183,red
2537,108.433961,red
2902,107.9986295,red
2538,102.0838487,red
2085,78.29485772,red
2192,90.46925582,red
2549,50.67627569,red
505,89.37670101,green
2420,103.3149896,red
2540,68.82590259,red
1416,102.6331652,green
3027,88.63552048,red
2224,91.54455063,red
2088,55.73823779,red
2732,74.14566453,red
1434,85.88715881,green
274,87.02297676,green
1427,87.6782066,green
261,56.48172922,green
2267,88.38189258,red
1872,89.63552135,red
3042,90.32158649,red
2457,98.18897381,red
2924,63.5706007,red
1118,118.1740105,green
980,101.2681288,green
2438,92.20520615,red
2234,66.97837916,red
1174,80.90546678,green
933,95.04609581,green
521,79.60699326,green
994,75.0989008,green
2882,64.8561281,red
198,58.98997884,green
752,98.08691626,green
1889,82.24306837,red
857,85.54917629,green
2301,98.23387989,red
1237,63.50040065,green
2087,92.80801211,red
851,76.4804349,green
2700,79.09125453,red
2960,68.22620602,red
1403,81.09685499,green
2971,108.6514194,red
595,87.3441105,green
531,92.08115965,green
2770,98.21229568,red
246,117.0218967,green
538,111.2456332,green
1364,86.32735607,green
872,106.6926499,green
1287,59.26918159,green
1672,77.57891289,red
639,133.1762482,green
1972,104.693315,red
1135,81.09885052,green
1223,108.0603088,green
215,122.8214622,green
1721,105.1375034,red
1083,77.49217973,green
1270,66.66062211,green
1247,76.27471451,green
993,81.10238715,green
2957,93.68947368,red
2284,97.03203679,red
732,102.5578856,green
1022,88.75363803,green
2843,74.26394036,red
124,84.68035633,green
2833,112.1385824,red
2986,101.3798445,red
1493,71.5018012,green
565,71.60021639,green
2240,100.5351556,red
113,126.5606744,green
223,77.68199652,green
2259,73.7028462,red
1571,105.1100314,green
1754,83.21957898,red
2134,96.52866389,red
2382,108.0216985,red
502,95.92429271,green
1705,90.37053191,red
2644,100.1754899,red
1641,114.265194,red
1214,88.6256988,green
1085,65.15133874,green
220,74.61350381,green
2204,70.39956593,red
315,52.66249805,green
2483,137.2244972,red
1084,106.1943267,green
2404,116.881942,red
514,112.8132356,green
436,108.7610544,green
2499,103.4258213,red
1791,80.23807551,red
2336,89.86023323,red
1692,61.09706995,red
2189,80.15967678,red
2516,79.78260792,red
2818,87.69628311,red
914,77.35608486,green
1688,100.3713291,red
1549,107.5985638,green
1673,88.27014716,red
1459,129.1091564,green
2850,72.18213232,red
2706,114.2006527,red
3061,48.46115881,red
488,90.99313359,green
2466,105.7006745,red
517,66.59528794,green
754,81.74355716,green
1392,106.4299654,green
2638,86.26690872,red
2312,102.4882033,red
1498,78.88542591,green
2739,111.0368891,red
997,83.57372513,green
954,84.79362914,green
2949,97.20203234,red
791,133.7060735,green
2660,92.15300689,red
2629,129.4088299,red
1361,84.9494757,green
2431,108.9488807,red
622,74.06654061,green
784,83.8926964,green
906,104.7432908,green
1795,96.6406672,red
2822,89.45559569,red
812,77.47572329,green
2378,61.34384567,red
612,96.44776434,green
3053,51.12000108,red
1935,92.28227581,red
3088,94.63165759,red
2922,73.4965305,red
1916,96.953322,red
614,106.2123307,green
2958,132.9027325,red
1307,89.76495949,green
119,79.52484307,green
1999,54.66659701,red
2780,90.0531402,red
2030,58.40516095,red
148,95.36107888,green
3096,97.43127714,red
175,88.56840527,green
230,80.49563622,green
3025,84.6150347,red
1308,65.17597833,green
2562,70.09397791,red
499,102.5202974,green
2066,106.2021018,red
2112,59.15809067,red
1511,84.251249,green
747,88.6307822,green
2503,102.5005674,red
133,77.48873282,green
2280,80.34061042,red
1807,76.88741734,red
1482,37.79414383,green
1409,60.40563167,green
2737,47.87712007,red
532,82.22832226,green
2666,120.4451341,red
2903,101.1073219,red
598,83.85683952,green
424,78.07500733,green
856,74.75715339,green
2889,106.75575,red
1848,130.1877446,red
2079,72.14656648,red
116,54.26082834,green
1076,109.9935056,green
719,79.81017213,green
330,98.95365246,green
1467,81.28855737,green
2398,80.2609637,red
2213,118.4604381,red
559,90.48881434,green
345,104.3308094,green
2828,82.74988299,red
1404,72.18390039,green
1908,75.43119133,red
1086,121.0832929,green
3059,116.7446775,red
3057,101.578091,red
2287,116.2566874,red
2636,54.08304295,red
1732,128.6970241,red
1678,62.51150909,red
2486,74.06939706,red
371,82.27564123,green
271,68.15248829,green
829,85.3429839,green
3065,52.95156366,red
306,82.8183179,green
1694,94.70798212,red
2401,121.2150537,red
2580,74.18036176,red
718,82.2734708,green
927,109.0793755,green
1012,105.3862439,green
792,122.2526047,green
697,60.43641535,green
579,92.75681478,green
3098,74.86443006,red
2231,128.8102972,red
186,113.0103873,green
1649,106.6812748,red
2855,95.86965412,red
1766,102.0077163,red
846,74.89239533,green
2544,94.66482264,red
459,76.39561897,green
2654,113.6238163,red
284,156.7272129,green
382,86.56401684,green
1168,123.606171,green
1905,84.24700276,red
343,82.47257347,green
563,47.92816456,green
649,86.441923,green
1839,91.17364266,red
2762,91.28074209,red
3044,106.7162656,red
2086,99.54924426,red
1238,76.71833795,green
2769,103.535262,red
669,90.981952,green
1971,105.4101536,red
1070,131.200758,green
2973,68.66164929,red
2062,109.4026885,red
628,84.90842397,green
358,85.8826574,green
117,89.78516561,green
2953,127.0067383,red
2427,93.40307703,red
